Colorado,7,https://perlmutter.house.gov/,202-225-2645,Ed Perlmutter,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Ed_Perlmutter_113th_Congress.jpg/75px-Ed_Perlmutter_113th_Congress.jpg,Democratic,,,83,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Connecticut,1,https://larson.house.gov/,202-225-2265,John B. Larson,//upload.wikimedia.org/wikipedia/commons/thumb/b/ba/John_B_Larson%2C_Official_Portrait%2C_circa_111_-_112th_Congress.jpg/75px-John_B_Larson%2C_Official_Portrait%2C_circa_111_-_112th_Congress.jpg,Democratic,,,84,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Connecticut,2,https://courtney.house.gov/,202-225-2076,Joe Courtney,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Joe_Courtney%2C_official_110th_Congress_photo_portrait.jpg/75px-Joe_Courtney%2C_official_110th_Congress_photo_portrait.jpg,Democratic,,,85,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Connecticut,3,https://delauro.house.gov/,202-225-3661,Rosa DeLauro,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Rosa_DeLauro_Portrait.jpg/75px-Rosa_DeLauro_Portrait.jpg,Democratic,,,86,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Connecticut,4,https://himes.house.gov/,202-225-5541,Jim Himes,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Jim_Himes_Official.jpg/75px-Jim_Himes_Official.jpg,Democratic,,,87,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Connecticut,5,https://esty.house.gov,202-225-4476,Elizabeth Esty,//upload.wikimedia.org/wikipedia/commons/thumb/3/31/Esty-official-portrait-114.jpg/75px-Esty-official-portrait-114.jpg,Democratic,,,88,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,1,http://jeffmiller.house.gov,202-225-4136,Jeff Miller,//upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Jeff_Miller_Congress.JPG/75px-Jeff_Miller_Congress.JPG,Republican,,,91,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,2,https://graham.house.gov/,202-225-5235,Gwen Graham,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Official_Congressional_Portrait_of_Gwen_Graham_%28FL-02%29.jpg/75px-Official_Congressional_Portrait_of_Gwen_Graham_%28FL-02%29.jpg,Democratic,,,92,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,3,http://yoho.house.gov,202-225-5744,Ted Yoho,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Ted_Yoho%2C_official_portrait%2C_113th_Congress.jpg/75px-Ted_Yoho%2C_official_portrait%2C_113th_Congress.jpg,Republican,,,93,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,4,https://crenshaw.house.gov/index.cfm/home,202-225-2501,Ander Crenshaw,//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/AnderCrenshaw_Official_Head_Shot_-_2009.jpg/75px-AnderCrenshaw_Official_Head_Shot_-_2009.jpg,Republican,,,94,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,5,https://corrinebrown.house.gov/,202-225-0123,Corrine Brown,//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Corrinebrown.jpeg/75px-Corrinebrown.jpeg,Democratic,,,95,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,6,http://desantis.house.gov,202-225-2706,Ron DeSantis,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Ron_DeSantis%2C_Official_Portrait%2C_113th_Congress.jpg/75px-Ron_DeSantis%2C_Official_Portrait%2C_113th_Congress.jpg,Republican,,,96,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,7,https://mica.house.gov,202-225-4035,John Mica,//upload.wikimedia.org/wikipedia/commons/thumb/4/48/John_Mica_Portrait.jpg/75px-John_Mica_Portrait.jpg,Republican,,,97,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,8,http://posey.house.gov/,202-225-3671,Bill Posey,//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Bill_Posey.jpg/75px-Bill_Posey.jpg,Republican,,,98,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,9,http://grayson.house.gov,202-225-9889,Alan Grayson,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Alan_Grayson_high_res.jpg/75px-Alan_Grayson_high_res.jpg,Democratic,,,99,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,10,http://webster.house.gov/,202-225-2176,Daniel Webster,//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Daniel_Webster%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Daniel_Webster%2C_Official_Portrait%2C_112th_Congress.jpg,Republican,,,100,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,11,https://nugent.house.gov/,202-225-1002,Rich Nugent,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Rich_Nugent%2C_Official_Portrait%2C_112th_Congress_2.jpg/75px-Rich_Nugent%2C_Official_Portrait%2C_112th_Congress_2.jpg,Republican,,,101,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,12,https://bilirakis.house.gov/,202-225-5755,Gus Bilirakis,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Gusbilirakis.jpeg/75px-Gusbilirakis.jpeg,Republican,,,102,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,13,http://jolly.house.gov/,202-225-5961,David Jolly,//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/David_Jolly.jpg/75px-David_Jolly.jpg,Republican,,,103,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,14,http://castor.house.gov/,202-225-3376,Kathy Castor,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kathy_castor.png/75px-Kathy_castor.png,Democratic,,,104,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,15,http://dennisross.house.gov/,202-225-1252,Dennis Ross,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Dennis-Ross.jpg/75px-Dennis-Ross.jpg,Republican,,,105,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,16,https://buchanan.house.gov/,202-225-5015,Vern Buchanan,//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Vern_Buchanan_Official.jpg/75px-Vern_Buchanan_Official.jpg,Republican,,,106,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,17,https://rooney.house.gov/,202-225-5792,Tom Rooney,//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Tom_Rooney.jpg/75px-Tom_Rooney.jpg,Republican,,,107,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,18,http://patrickmurphy.house.gov,202-225-3026,Patrick Murphy,//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Patrick_Murphy%2C_official_portrait%2C_114th_Congress.jpg/75px-Patrick_Murphy%2C_official_portrait%2C_114th_Congress.jpg,Democratic,,,108,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,19,http://clawson.house.gov/,202-225-2536,Curt Clawson,//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Curt_Clawson_official_congressional_photo.jpg/75px-Curt_Clawson_official_congressional_photo.jpg,Republican,,,109,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,20,http://alceehastings.house.gov/,202-225-1313,Alcee Hastings,//upload.wikimedia.org/wikipedia/commons/thumb/3/37/Alcee_Hastings_Portrait_c111-112th_Congress.jpg/75px-Alcee_Hastings_Portrait_c111-112th_Congress.jpg,Democratic,,,110,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,21,http://teddeutch.house.gov/,202-225-3001,Ted Deutch,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/TedDeutsch2016.jpg/75px-TedDeutsch2016.jpg,Democratic,,,111,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,22,http://frankel.house.gov,202-225-9890,Lois Frankel,//upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Lois_Frankel%2C_Official_portrait%2C_113th_Congress.jpg/75px-Lois_Frankel%2C_Official_portrait%2C_113th_Congress.jpg,Democratic,,,112,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,23,https://wassermanschultz.house.gov/,202-225-7931,Debbie Wasserman Schultz,//upload.wikimedia.org/wikipedia/commons/thumb/0/0a/DWS_cropped.jpg/75px-DWS_cropped.jpg,Democratic,,,113,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,24,https://wilson.house.gov/,202-225-4506,Frederica Wilson,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Frederica_Wilson_official_House_portrait.jpg/75px-Frederica_Wilson_official_House_portrait.jpg,Democratic,,,114,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,25,http://mariodiazbalart.house.gov/,202-225-4211,Mario Díaz-Balart,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Mario_Diaz-Ballart_Official.jpg/75px-Mario_Diaz-Ballart_Official.jpg,Republican,,,115,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,26,http://curbelo.house.gov,202-225-2778,Carlos Curbelo,//upload.wikimedia.org/wikipedia/commons/thumb/1/12/CarlosC114.jpg/75px-CarlosC114.jpg,Republican,,,116,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Florida,27,http://ros-lehtinen.house.gov/,202-225-3931,Ileana Ros-Lehtinen,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Ileana_Ros-Lehtinen.jpg/75px-Ileana_Ros-Lehtinen.jpg,Republican,,,117,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,1,http://buddycarter.house.gov/,202-225-5831,Buddy Carter,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Buddy_Carter%2C_Official_Portrait%2C_114th_Congress.jpg/75px-Buddy_Carter%2C_Official_Portrait%2C_114th_Congress.jpg,Republican,,,118,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,2,http://bishop.house.gov/,202-225-3631,Sanford Bishop,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Sanfordbishop.jpeg/75px-Sanfordbishop.jpeg,Democratic,,,119,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,3,https://westmoreland.house.gov,202-225-5901,Lynn Westmoreland,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Lynn_Westmoreland_Official.jpg/75px-Lynn_Westmoreland_Official.jpg,Republican,,,120,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,4,https://hankjohnson.house.gov/,202-225-1605,Hank Johnson,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Hank_Johnson_Official.jpg/75px-Hank_Johnson_Official.jpg,Democratic,,,121,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,5,https://johnlewis.house.gov,202-225-3801,John Lewis,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/John_Lewis-2006_%28cropped%29.jpg/75px-John_Lewis-2006_%28cropped%29.jpg,Democratic,,,122,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,6,https://tomprice.house.gov,202-225-4501,Tom Price,//upload.wikimedia.org/wikipedia/commons/thumb/0/05/Tom_Price.jpg/75px-Tom_Price.jpg,Republican,,,123,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,7,https://woodall.house.gov/,202-225-4272,Rob Woodall,//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Rob_Woodall%2C_Official_Portrait%2C_112th_Congress_2.jpg/75px-Rob_Woodall%2C_Official_Portrait%2C_112th_Congress_2.jpg,Republican,,,124,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,8,https://austinscott.house.gov/,202-225-6531,Austin Scott,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Austin_Scott%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Austin_Scott%2C_Official_Portrait%2C_112th_Congress.jpg,Republican,,,125,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,9,https://dougcollins.house.gov,202-225-9893,Doug Collins,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Doug_Collins_official_congressional_photo.jpg/75px-Doug_Collins_official_congressional_photo.jpg,Republican,,,126,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,10,https://hice.house.gov/,202-225-4101,Jody Hice,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Jody_Hice_official_portrait.jpg/75px-Jody_Hice_official_portrait.jpg,Republican,,,127,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,11,http://loudermilk.house.gov,202-225-2931,Barry Loudermilk,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Barry_Loudermilk_official_photo.jpg/75px-Barry_Loudermilk_official_photo.jpg,Republican,,,128,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,12,http://allen.house.gov,202-225-2823,Rick W. Allen,//upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Rick_Allen_Official_Photo%2C_114th_Congress.jpg/75px-Rick_Allen_Official_Photo%2C_114th_Congress.jpg,Republican,,,129,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,13,http://davidscott.house.gov/,202-225-2939,David Scott,//upload.wikimedia.org/wikipedia/commons/thumb/e/eb/David_Scott_congressional_portrait.jpg/75px-David_Scott_congressional_portrait.jpg,Democratic,,,130,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Georgia,14,http://tomgraves.house.gov/,202-225-5211,Tom Graves,//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Tom_Graves_Official_Portrait.jpg/75px-Tom_Graves_Official_Portrait.jpg,Republican,,,131,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Hawaii,1,https://hanabusa.house.gov/,202-225-2726,Colleen Hanabusa,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Colleen_Hanabusa_Official_Photo.jpg/75px-Colleen_Hanabusa_Official_Photo.jpg,Democratic,,,133,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Hawaii,2,http://gabbard.house.gov,202-225-4906,Tulsi Gabbard,//upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Tulsi_Gabbard%2C_official_portrait%2C_113th_Congress.jpg/75px-Tulsi_Gabbard%2C_official_portrait%2C_113th_Congress.jpg,Democratic,,,134,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Idaho,1,https://labrador.house.gov/,202-225-6611,Raúl Labrador,//upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ra%C3%BAl_Labrador%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Ra%C3%BAl_Labrador%2C_Official_Portrait%2C_112th_Congress.jpg,Republican,,,135,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Idaho,2,http://simpson.house.gov,202-225-5531,Mike Simpson,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Mike_Simpson%2C_official_Congressional_photo_portrait.jpg/75px-Mike_Simpson%2C_official_Congressional_photo_portrait.jpg,Republican,,,136,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,1,http://rush.house.gov,202-225-4372,Bobby Rush,//upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Bobby_Rush_113th_Congress.jpg/75px-Bobby_Rush_113th_Congress.jpg,Democratic,,,137,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,2,https://robinkelly.house.gov/,202-225-0773,Robin Kelly,//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Robin_Kelly%2C_113th_Congress.png/75px-Robin_Kelly%2C_113th_Congress.png,Democratic,,,138,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,3,https://lipinski.house.gov/,202-225-5701,Dan Lipinski,//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Dan_lipinski_lg.JPG/75px-Dan_lipinski_lg.JPG,Democratic,,,139,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,4,https://gutierrez.house.gov/,202-225-8203,Luis Gutiérrez,//upload.wikimedia.org/wikipedia/commons/thumb/c/cd/LVGOfficialPhotoPortrait.jpg/75px-LVGOfficialPhotoPortrait.jpg,Democratic,,,140,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,5,https://quigley.house.gov/,202-225-4061,Mike Quigley,//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Mikequigley.jpeg/75px-Mikequigley.jpeg,Democratic,,,141,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,6,https://roskam.house.gov,202-225-4561,Peter Roskam,//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Peter_J._Roskam_113th_Congress.jpg/75px-Peter_J._Roskam_113th_Congress.jpg,Republican,,,142,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,7,https://davis.house.gov,202-225-5006,Danny K. Davis,//upload.wikimedia.org/wikipedia/commons/thumb/9/96/DannyKDavis113th.jpg/75px-DannyKDavis113th.jpg,Democratic,,,143,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,8,http://duckworth.house.gov,202-225-3711,Tammy Duckworth,//upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Tammy_Duckworth%2C_official_portrait%2C_113th_Congress.jpg/75px-Tammy_Duckworth%2C_official_portrait%2C_113th_Congress.jpg,Democratic,,,144,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,9,https://schakowsky.house.gov,202-225-2111,Jan Schakowsky,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Janschakowskyemailsmall.jpg/75px-Janschakowskyemailsmall.jpg,Democratic,,,145,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,10,https://dold.house.gov/home,202-225-4835,Robert Dold,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Robert_Dold_official_portrait_114th_Congress.jpg/75px-Robert_Dold_official_portrait_114th_Congress.jpg,Republican,,,146,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,11,http://foster.house.gov,202-225-3515,Bill Foster,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Bill_Foster%2C_Official_Portrait%2C_113th_Congress.jpg/75px-Bill_Foster%2C_Official_Portrait%2C_113th_Congress.jpg,Democratic,,,147,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,12,https://bost.house.gov/,202-225-5661,Mike Bost,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Mike_Bost_official_photo.jpg/75px-Mike_Bost_official_photo.jpg,Republican,,,148,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,13,http://rodneydavis.house.gov,202-225-2371,Rodney Davis,//upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Rodney_Davis%2C_Official_Portrait%2C_113th_Congress.jpg/75px-Rodney_Davis%2C_Official_Portrait%2C_113th_Congress.jpg,Republican,,,149,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,14,http://hultgren.house.gov/,202-225-2976,Randy Hultgren,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Randy_Hultgren_Official_Photo_112.jpg/75px-Randy_Hultgren_Official_Photo_112.jpg,Republican,,,150,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,15,https://shimkus.house.gov/,202-225-5271,John Shimkus,//upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Johnshik.jpg/75px-Johnshik.jpg,Republican,,,151,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,16,http://kinzinger.house.gov/,202-225-3635,Adam Kinzinger,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Adam_Kinzinger_official_congressional_photo.jpg/75px-Adam_Kinzinger_official_congressional_photo.jpg,Republican,,,152,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,17,https://bustos.house.gov,202-225-5905,Cheri Bustos,//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Bustos-IL17-pic.jpg/75px-Bustos-IL17-pic.jpg,Democratic,,,153,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Guam,0,https://bordallo.house.gov,202-225-1188,,,,,,132,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Illinois,18,https://lahood.house.gov/,202-225-6201,Darin LaHood,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Darin_LaHood_official_congressional_photo.jpg/75px-Darin_LaHood_official_congressional_photo.jpg,Republican,,,154,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,1,https://visclosky.house.gov/,202-225-2461,Pete Visclosky,//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Pete_Visclosky%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Pete_Visclosky%2C_Official_Portrait%2C_112th_Congress.jpg,Democratic,,,155,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,2,http://walorski.house.gov,202-225-3915,Jackie Walorski,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Jackie_Walorski%2C_official_portrait%2C_113th_Congress.jpg/75px-Jackie_Walorski%2C_official_portrait%2C_113th_Congress.jpg,Republican,,,156,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,3,http://stutzman.house.gov/,202-225-4436,Marlin Stutzman,//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Marlin113.jpg/75px-Marlin113.jpg,Republican,,,157,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,4,http://rokita.house.gov/,202-225-5037,Todd Rokita,//upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Todd_Rokita%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Todd_Rokita%2C_Official_Portrait%2C_112th_Congress.jpg,Republican,,,158,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,5,http://susanwbrooks.house.gov,202-225-2276,Susan Brooks,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Susan_Brooks%2C_official_portrait%2C_113th_Congress.jpg/75px-Susan_Brooks%2C_official_portrait%2C_113th_Congress.jpg,Republican,,,159,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,6,https://messer.house.gov/,202-225-3021,Luke Messer,//upload.wikimedia.org/wikipedia/commons/thumb/5/57/Luke_Messer_official_portrait.jpg/75px-Luke_Messer_official_portrait.jpg,Republican,,,160,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,7,http://carson.house.gov/,202-225-4011,André Carson,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Andre_Carson_2009.jpg/75px-Andre_Carson_2009.jpg,Democratic,,,161,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,8,https://bucshon.house.gov/,202-225-4636,Larry Bucshon,//upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Larry_Bucshon_official_congressional_photo.jpg/75px-Larry_Bucshon_official_congressional_photo.jpg,Republican,,,162,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Indiana,9,https://toddyoung.house.gov/,202-225-5315,Todd Young,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Todd_Young%2C_Official_Portrait%2C_112th_Congress.jpg/75px-Todd_Young%2C_Official_Portrait%2C_112th_Congress.jpg,Republican,,,163,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Iowa,1,https://blum.house.gov/,202-225-2911,Rod Blum,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Rod_Blum_official_congressional_photo.jpg/75px-Rod_Blum_official_congressional_photo.jpg,Republican,,,164,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Iowa,2,http://loebsack.house.gov/,202-225-6576,Dave Loebsack,//upload.wikimedia.org/wikipedia/commons/thumb/7/77/Loebsack_Formal_Headshot.JPG/75px-Loebsack_Formal_Headshot.JPG,Democratic,,,165,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Iowa,3,https://davidyoung.house.gov/,202-225-5476,David Young,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/David_Young_official_congressional_photo.jpg/75px-David_Young_official_congressional_photo.jpg,Republican,,,166,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Iowa,4,https://steveking.house.gov/,202-225-4426,Steve King,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/Steve_King_Official.jpg/75px-Steve_King_Official.jpg,Republican,,,167,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kansas,1,http://huelskamp.house.gov/,202-225-2715,Tim Huelskamp,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Tim_Huelskamp.jpg/75px-Tim_Huelskamp.jpg,Republican,,,168,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kansas,2,https://lynnjenkins.house.gov/,202-225-6601,Lynn Jenkins,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Lynn_Jenkins%2C_official_portrait%2C_113th_Congress.jpg/75px-Lynn_Jenkins%2C_official_portrait%2C_113th_Congress.jpg,Republican,,,169,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kansas,3,http://yoder.house.gov/,202-225-2865,Kevin Yoder,//upload.wikimedia.org/wikipedia/commons/thumb/3/38/KYmemberportrait.jpg/75px-KYmemberportrait.jpg,Republican,,,170,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kansas,4,http://pompeo.house.gov/,202-225-6216,Mike Pompeo,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Mike_Pompeo_Official_Portrait_112th_Congress.jpg/75px-Mike_Pompeo_Official_Portrait_112th_Congress.jpg,Republican,,,171,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kentucky,1,https://comer.house.gov/,202-225-3115,James Comer,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/James_Comer_by_Gage_Skidmore.jpg/75px-James_Comer_by_Gage_Skidmore.jpg,Republican,,,172,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kentucky,2,https://guthrie.house.gov/,202-225-3501,Brett Guthrie,//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Brett_Guthrie%2C_Official_Photo.jpg/75px-Brett_Guthrie%2C_Official_Photo.jpg,Republican,,,173,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kentucky,3,https://yarmuth.house.gov/,202-225-5401,John Yarmuth,//upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Official_Congressional_Photo_of_John_Yarmuth.jpg/75px-Official_Congressional_Photo_of_John_Yarmuth.jpg,Democratic,,,174,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
Kentucky,4,https://massie.house.gov,202-225-3465,Thomas Massie,//upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Thomas_Massie%2C_official_portrait%2C_112th_Congress_2.JPG/75px-Thomas_Massie%2C_official_portrait%2C_112th_Congress_2.JPG,Republican,,,175,2016-11-22 22:23:58.982282,2016-11-22 22:23:58.982282,
